run,THETA1,THETA2,THETA3,THETA4,THETA5,THETA6,THETA7,THETA8,"OMEGA(1,1)","OMEGA(2,1)","OMEGA(2,2)","OMEGA(3,1)","OMEGA(3,2)","OMEGA(3,3)","SIGMA(1,1)"
164,0.445597,4.11546,1.15736,4.23011,1.30434,0.554825,-0.13607,0.410713,0.264297,0.0974566,0.100728,0.132309,0.0804561,0.104454,0.0391537
165,0.62887,4.20222,1.20914,4.21415,1.26358,0.417678,-0.0214623,0.341512,0.236951,0.0760349,0.0799596,0.157447,0.0770827,0.131362,0.0418725
166,0.500382,4.12498,1.16826,4.21133,1.29839,0.501034,-0.101554,0.452634,0.302711,0.0944047,0.0941063,0.157989,0.0848927,0.128856,0.0392575
167,0.392189,4.0983,1.15895,4.2173,1.32534,0.552972,0.0783217,0.414479,0.24636,0.0890446,0.0975341,0.124973,0.0803137,0.121489,0.0401846
168,0.376856,4.09418,1.20676,4.25316,1.30012,0.53288,-0.039961000000000003,0.490501,0.173578,0.0787983,0.0816679,0.108165,0.067275,0.114109,0.0409033
169,0.355308,4.10167,1.16844,4.21374,1.30273,0.473234,-0.0226699,0.448619,0.187879,0.054871,0.078548,0.090486,0.0656742,0.111208,0.0384522
170,0.396903,4.08192,1.13061,4.20062,1.33072,0.420566,-0.053686,0.297921,0.168969,0.0458521,0.0766975,0.105061,0.055904,0.112898,0.0390721
171,0.464015,4.13988,1.1658,4.18515,1.26876,0.472487,-0.0495396,0.469787,0.245164,0.0690168,0.0806848,0.126939,0.0648827,0.113925,0.0414096
172,0.393742,4.07296,1.13664,4.21939,1.33473,0.506455,-0.00829058,0.433886,0.236691,0.0852414,0.0958001,0.129107,0.0743116,0.107822,0.0394857
173,0.350803,4.14436,1.18468,4.1955,1.28104,0.535909,-0.0474238,0.380823,0.131016,0.0392426,0.0725641,0.0886375,0.0640897,0.109567,0.0395881
174,0.476269,4.09455,1.14821,4.18933,1.30367,0.474306,0.0239,0.401636,0.307777,0.125944,0.0963314,0.179912,0.0865949,0.136022,0.0413368
175,0.414435,4.10102,1.14373,4.19021,1.26288,0.430028,-0.0346533,0.378498,0.230839,0.0695081,0.0827706,0.101381,0.0660952,0.102042,0.0387953
176,0.353389,4.04186,1.12587,4.22411,1.35708,0.450237,0.0492271,0.504604,0.148175,0.0597281,0.0720151,0.118516,0.0611882,0.0985685,0.0411855
177,0.504238,4.1229,1.19941,4.20847,1.29149,0.486843,-0.0323596,0.395746,0.112305,0.0554728,0.0737953,0.0823138,0.056766,0.0929932,0.0405909
178,0.384063,4.09682,1.1835,4.22731,1.27183,0.541164,0.0191346,0.49316,0.0963582,0.0250778,0.0721753,0.0642866,0.0462876,0.0787204,0.0399253
179,0.520172,4.11951,1.18499,4.19662,1.23712,0.478819,-0.201926,0.505307,0.275266,0.0933049,0.0809856,0.147615,0.0706963,0.114042,0.0401996
180,0.432206,4.0994,1.14767,4.21002,1.30895,0.505914,-0.171588,0.342471,0.141903,0.0286862,0.05681,0.0874385,0.0539243,0.109124,0.0396823
181,0.577844,4.16171,1.20666,4.19218,1.19838,0.477908,-0.00353665,0.553614,0.201261,0.0430568,0.0835073,0.130378,0.0676001,0.105701,0.0404497
182,0.466706,4.13217,1.1645,4.24199,1.31635,0.435615,-0.147529,0.347226,0.219117,0.0865409,0.107634,0.137134,0.0917626,0.125259,0.0387094
183,0.304023,4.05893,1.17118,4.23254,1.37767,0.523245,-0.112119,0.60776,0.206311,0.0881453,0.078528,0.119905,0.0716475,0.129632,0.0401141
184,0.371684,4.07748,1.16612,4.25402,1.34754,0.446653,-0.0721538,0.464994,0.348524,0.123724,0.0972339,0.16502,0.0882821,0.12593,0.0401061
185,0.462688,4.13102,1.1369,4.16952,1.21948,0.463197,-0.0689852,0.623081,0.228309,0.0749017,0.0956068,0.11431,0.0833851,0.125271,0.0371495
186,0.342995,4.09657,1.18172,4.23917,1.33446,0.493763,-0.00188986,0.632108,0.252835,0.0836083,0.0887465,0.135324,0.0736744,0.121749,0.0415503
187,0.360165,4.11835,1.20166,4.21869,1.32642,0.533372,-0.127535,0.557896,0.198394,0.078735,0.0974657,0.0859155,0.0808535,0.114234,0.0400606
188,0.478248,4.09037,1.15132,4.20957,1.32778,0.410446,-0.048973,0.274007,0.192459,0.0618822,0.0843326,0.110049,0.0721582,0.112642,0.0385577
189,0.426765,4.10671,1.16283,4.1946,1.28228,0.495638,-0.0149181,0.49838,0.271979,0.0591607,0.0775599,0.124348,0.0677345,0.106631,0.039486
190,0.438309,4.09235,1.1342,4.21166,1.24753,0.488664,-0.0940686,0.42919,0.269595,0.0764304,0.0927338,0.133555,0.0792941,0.11436,0.0393949
191,0.388644,4.0661,1.16597,4.19666,1.34515,0.418759,0.0542579,0.350578,0.251551,0.0941491,0.0992792,0.145405,0.0804093,0.116615,0.0407123
192,0.335575,4.09479,1.15354,4.21271,1.35448,0.565288,0.0601786,0.293001,0.166951,0.0623081,0.0758389,0.107505,0.0657037,0.112135,0.0380716
193,0.528631,4.15546,1.222,4.21041,1.22156,0.482024,-0.116685,0.454859,0.210356,0.0803361,0.0912899,0.130052,0.0749857,0.114267,0.0401545
194,0.442865,4.10783,1.16205,4.17228,1.28513,0.443682,-0.00888616,0.386742,0.181623,0.0584532,0.0815255,0.122609,0.0723432,0.119583,0.0398232
195,0.581153,4.15352,1.21934,4.19628,1.29183,0.470332,-0.049749,0.538201,0.247601,0.0951793,0.0999462,0.161827,0.0814673,0.111641,0.0397975
196,0.343305,4.10387,1.16757,4.24345,1.3278,0.500905,-0.0514977,0.373425,0.181996,0.0649815,0.0929992,0.112691,0.0718613,0.11330900000000001,0.040452
197,0.466501,4.14485,1.20209,4.22257,1.2568,0.522769,0.0115092,0.442137,0.16317,0.080786,0.0957962,0.120521,0.0890152,0.130134,0.04003
198,0.426584,4.13785,1.19773,4.19083,1.30783,0.475534,0.060301,0.452717,0.218553,0.0717539,0.0845535,0.129054,0.0714536,0.11672,0.0415883
199,0.328343,4.111,1.17153,4.22309,1.30172,0.452134,-0.0381805,0.357398,0.167176,0.0479398,0.0810116,0.0872753,0.0696936,0.10823,0.0403789
200,0.46689,4.13535,1.21357,4.22769,1.26628,0.50699,0.00402187,0.459274,0.166902,0.0714066,0.0807577,0.0974345,0.0600521,0.104581,0.0399756
201,0.535624,4.12768,1.18125,4.24721,1.28207,0.536896,-0.072722,0.416553,0.252449,0.0511336,0.0780628,0.120057,0.0651087,0.111275,0.0399258
202,0.567102,4.13834,1.17109,4.20534,1.20253,0.535522,-0.0468572,0.672753,0.233802,0.0769751,0.0843899,0.150786,0.0706823,0.110328,0.0422135
203,0.504374,4.1128,1.20346,4.18054,1.28046,0.449429,0.06764,0.42261,0.234136,0.0335638,0.0548071,0.123274,0.0542462,0.103674,0.0414117
204,0.542359,4.14226,1.18497,4.20922,1.24094,0.492816,-0.053055,0.502795,0.252262,0.0452405,0.0777072,0.117462,0.0643488,0.09957,0.0388317
205,0.445593,4.10925,1.1966,4.19232,1.28034,0.513458,-0.107822,0.365403,0.240152,0.0605714,0.0769879,0.144669,0.0732242,0.129947,0.0392994
206,0.554104,4.14643,1.19146,4.19312,1.3031,0.457363,-0.0625932,0.464005,0.3723,0.110849,0.0906166,0.164386,0.0797672,0.119484,0.0386824
207,0.444752,4.07599,1.13394,4.19846,1.28726,0.432481,-0.0718942,0.449015,0.279309,0.0675334,0.0843424,0.133798,0.0634461,0.0898207,0.0391474
208,0.368716,4.10028,1.17346,4.24999,1.33569,0.534571,-0.0948712,0.539072,0.108503,0.0578623,0.0929231,0.104993,0.0752739,0.107607,0.0400247
209,0.402622,4.08184,1.20274,4.22084,1.28588,0.46281,-0.0257714,0.521973,0.12734,0.0671139,0.0756464,0.116676,0.0658744,0.107402,0.0429457
210,0.490924,4.14185,1.17334,4.22583,1.25937,0.518301,-0.10827,0.596379,0.207335,0.0618312,0.0801019,0.0939868,0.0619261,0.0845919,0.0382383
211,0.62672,4.15121,1.21706,4.19711,1.27592,0.480725,-0.0797589,0.389837,0.314669,0.102366,0.0894719,0.178037,0.0822431,0.131846,0.0412978
212,0.476861,4.13863,1.23449,4.20828,1.28476,0.510626,0.0485072,0.479906,0.193017,0.0684477,0.0798985,0.101255,0.0767738,0.125,0.0397296
213,0.548017,4.13639,1.19449,4.18765,1.2737,0.464565,0.0332911,0.436178,0.358221,0.0925282,0.0908614,0.161443,0.071657,0.112132,0.0397422
214,0.482083,4.09662,1.15556,4.25722,1.29275,0.478042,-0.0740809,0.347278,0.222501,0.0582373,0.0779071,0.0983655,0.0738293,0.123351,0.0406599
215,0.347391,4.05968,1.12038,4.2391,1.39623,0.532068,-0.089971,0.325024,0.186113,0.0638918,0.0784738,0.106937,0.0719635,0.114316,0.0389208
216,0.525308,4.15304,1.15151,4.19185,1.2189,0.44377,-0.0988153,0.311755,0.285139,0.0551295,0.0780913,0.124697,0.061739,0.103564,0.0396861
217,0.525883,4.11462,1.17717,4.21644,1.27279,0.468187,0.0139121,0.32461,0.251963,0.0477727,0.0672237,0.124131,0.0551285,0.0965728,0.0387765
218,0.472476,4.1449,1.16736,4.20153,1.29855,0.469008,-0.0393177,0.337484,0.221886,0.0709148,0.0826046,0.141285,0.0659367,0.115772,0.0421369
219,0.490253,4.12263,1.17435,4.21197,1.31643,0.459018,-0.106336,0.521554,0.262816,0.0592884,0.0784202,0.120765,0.0625738,0.0955377,0.0407618
220,0.461201,4.11984,1.20151,4.22251,1.34011,0.481385,-0.148304,0.46075700000000003,0.154649,0.0663689,0.0956191,0.11794,0.0786253,0.123547,0.040877
221,0.448842,4.10894,1.20164,4.24724,1.33626,0.464236,-0.0832389,0.405815,0.250536,0.0960926,0.0930136,0.127775,0.0785599,0.105564,0.0400289
222,0.560715,4.12422,1.17816,4.19886,1.27835,0.508482,-0.0196755,0.438252,0.27612,0.0864526,0.0815005,0.165034,0.0718019,0.118441,0.0396886
223,0.506429,4.11669,1.18083,4.22534,1.30569,0.466275,-0.111503,0.395707,0.236841,0.0736053,0.0794469,0.135205,0.067972,0.111827,0.0404543
224,0.46029,4.16457,1.19338,4.21831,1.29672,0.541225,-0.0243086,0.323763,0.188185,0.0633772,0.0738068,0.108908,0.0671609,0.104436,0.0416051
225,0.523753,4.13105,1.18836,4.20503,1.26956,0.454333,-0.0539156,0.463492,0.185483,0.0905509,0.0996056,0.147012,0.0878166,0.121188,0.0400373
226,0.604356,4.13802,1.18319,4.1814,1.27809,0.442873,-0.0781268,0.431178,0.29822,0.0755375,0.0773832,0.153405,0.0672468,0.116927,0.0410005
227,0.432866,4.13705,1.21076,4.20894,1.28912,0.510636,-0.00509328,0.393735,0.199567,0.0658394,0.0773831,0.112181,0.068187,0.113844,0.0407457
228,0.448765,4.11351,1.18256,4.22572,1.28434,0.477516,-0.023971,0.360645,0.226517,0.0664107,0.0839934,0.117568,0.0755007,0.113642,0.0397603
229,0.381572,4.09978,1.09512,4.19389,1.29547,0.478629,-0.172737,0.372906,0.222715,0.0713247,0.0864272,0.140607,0.0760799,0.129469,0.0383353
230,0.368874,4.10639,1.12387,4.1957700000000004,1.2553,0.51582,0.0179692,0.396841,0.182359,0.0489071,0.0898752,0.104915,0.0759002,0.122555,0.0370428
231,0.51274,4.12226,1.12243,4.19873,1.2486,0.410066,-0.0665142,0.360648,0.252132,0.0471737,0.0655035,0.12011,0.0518328,0.090463,0.0402182
232,0.533366,4.15984,1.22843,4.20861,1.25889,0.516042,-0.0506863,0.378355,0.247979,0.0670339,0.0687828,0.1283,0.0641735,0.108466,0.0409487
233,0.486043,4.14791,1.22107,4.20975,1.27456,0.460123,-0.0438006,0.479877,0.193807,0.0572318,0.0688289,0.113942,0.0696307,0.117406,0.0405103
234,0.409555,4.09582,1.14208,4.17755,1.29695,0.486951,-0.0277537,0.397399,0.198851,0.0463047,0.0714777,0.108204,0.0591489,0.097762,0.0368896
235,0.516314,4.12955,1.16084,4.19497,1.24436,0.495814,-0.108456,0.640582,0.191282,0.050917,0.0727166,0.108364,0.0608804,0.103236,0.0405594
236,0.548451,4.15768,1.17674,4.22367,1.18562,0.461948,-0.00679714,0.463494,0.431948,0.119898,0.0911813,0.222723,0.0837463,0.148823,0.040933
237,0.418983,4.14227,1.19183,4.21827,1.29182,0.46642,-0.170754,0.539295,0.158422,0.0624969,0.082135,0.0973936,0.0632213,0.110943,0.0401852
238,0.468683,4.0911,1.13623,4.20973,1.28978,0.492472,-0.070631,0.489653,0.267107,0.0918582,0.094523,0.146213,0.0798494,0.10696,0.0401937
239,0.345482,4.0769,1.13452,4.20751,1.3093,0.476448,-0.0579986,0.429869,0.132384,0.0454948,0.0865645,0.0914192,0.064868,0.0987886,0.0418695
240,0.45451,4.08404,1.16173,4.2279,1.30258,0.453543,0.0256167,0.469728,0.174334,0.0269254,0.0709584,0.111677,0.0625631,0.102299,0.037812
241,0.394133,4.12843,1.20664,4.18701,1.32771,0.527898,-0.0368971,0.410252,0.14008,0.0762054,0.0958443,0.118985,0.0804226,0.128563,0.0415256
242,0.424892,4.12309,1.20873,4.22367,1.30964,0.435417,0.0026577,0.384157,0.0813452,0.0186436,0.0682588,0.075039,0.0595888,0.100727,0.0412642
243,0.505432,4.18339,1.18321,4.176,1.20926,0.433413,0.0209791,0.35098,0.287047,0.0727227,0.0873574,0.155172,0.0803081,0.122467,0.0403128
244,0.480361,4.13153,1.18262,4.20287,1.30481,0.471918,0.0530857,0.361189,0.237285,0.10963,0.107554,0.139172,0.0806051,0.109672,0.0415006
245,0.302789,4.05828,1.13856,4.2137,1.335,0.514537,-0.075483,0.332292,0.228685,0.064287,0.074986,0.120109,0.0700849,0.11569,0.0392371
246,0.451354,4.11551,1.19262,4.22439,1.26091,0.506505,-0.0615451,0.559944,0.189137,0.0828822,0.080979400000000007,0.140553,0.0765071,0.118204,0.0422474
247,0.466442,4.12855,1.16946,4.19398,1.29873,0.527959,-0.0339727,0.467064,0.267973,0.0718095,0.0894849,0.12527,0.0708159,0.107902,0.0402538
248,0.445099,4.09418,1.12151,4.20763,1.30466,0.4342,-0.116106,0.441182,0.301042,0.109137,0.0967296,0.167059,0.0866381,0.126656,0.0397747
249,0.385531,4.10742,1.1987,4.23159,1.32108,0.480403,-0.0113462,0.496069,0.199016,0.0589829,0.0760778,0.1079,0.05989,0.100338,0.0378727
250,0.335453,4.08124,1.12981,4.23295,1.28473,0.414216,0.0221523,0.38465,0.14965,0.0433185,0.0688988,0.120139,0.0657837,0.124399,0.0425821
251,0.472098,4.11047,1.17784,4.21664,1.28057,0.524013,-0.262923,0.432445,0.278148,0.0524905,0.0757314,0.125388,0.0669215,0.121187,0.0397291
252,0.433108,4.13201,1.19371,4.19436,1.28879,0.458613,-0.0641349,0.411026,0.203825,0.0737683,0.0893587,0.129372,0.0864604,0.136739,0.0399305
253,0.494908,4.12776,1.17598,4.21412,1.26173,0.480912,-0.0570056,0.490002,0.187444,0.0714341,0.0833019,0.116372,0.0662109,0.0965349,0.0410626
254,0.378958,4.08441,1.14892,4.21008,1.30022,0.469937,0.00165336,0.534351,0.191754,0.0642993,0.0787815,0.111411,0.0711794,0.118138,0.0386208
255,0.468453,4.12548,1.20091,4.23352,1.33336,0.416201,0.0846757,0.342804,0.240183,0.0825952,0.0867867,0.127955,0.0718432,0.112378,0.040006
256,0.402319,4.1095,1.16049,4.21121,1.25898,0.497549,0.0384025,0.491175,0.164328,0.0605377,0.0766218,0.086373,0.0565599,0.107323,0.0402161
257,0.471074,4.11302,1.15779,4.16728,1.28478,0.470187,-0.0653602,0.500493,0.332603,0.0865918,0.0880009,0.140749,0.0671844,0.101973,0.0395121
258,0.574526,4.14375,1.20363,4.21344,1.25861,0.423909,-0.0751832,0.359748,0.314689,0.117339,0.0996371,0.214673,0.101343,0.156004,0.0421692
259,0.438348,4.11365,1.14747,4.20058,1.27089,0.502932,-0.0567972,0.419318,0.152792,0.044659,0.0658003,0.109782,0.0626916,0.113365,0.0394313
260,0.365828,4.12278,1.17939,4.22459,1.25522,0.443307,0.00235953,0.389853,0.168916,0.0501682,0.0724891,0.108735,0.0663268,0.116135,0.040906
261,0.422658,4.12432,1.19806,4.21065,1.27534,0.52333,0.0221349,0.452504,0.149741,0.0484992,0.0672328,0.102115,0.0652033,0.115584,0.0394433
262,0.405241,4.12667,1.19336,4.21261,1.31661,0.493428,-0.0174016,0.397902,0.231014,0.0609317,0.083866,0.119134,0.0682856,0.116563,0.0418859
263,0.422517,4.12527,1.16926,4.20621,1.28694,0.510027,0.0332825,0.48944,0.188853,0.052959,0.0798495,0.0949934,0.0727078,0.114272,0.0404012
264,0.433018,4.08383,1.17838,4.20412,1.29533,0.47136,-0.00555936,0.36158,0.229898,0.0535242,0.0685397,0.122925,0.066178,0.120905,0.0411476
265,0.459576,4.12275,1.18249,4.21091,1.25203,0.556659,-0.0313512,0.440138,0.260616,0.0539017,0.0743929,0.116907,0.0662427,0.108543,0.0416044
266,0.489678,4.15831,1.20689,4.20795,1.29522,0.498064,-0.0337763,0.479418,0.13984,0.0609275,0.0805033,0.104955,0.0653542,0.112559,0.0428631
267,0.447176,4.07957,1.15619,4.197,1.28691,0.490467,7.62686e-4,0.387394,0.314544,0.101748,0.0953642,0.161286,0.0813625,0.120185,0.0381274
268,0.448202,4.13976,1.20163,4.19772,1.2744,0.478751,-0.0314439,0.592819,0.173567,0.0418647,0.0746214,0.0907659,0.0489265,0.0966765,0.0405836
269,0.462142,4.10115,1.14959,4.18901,1.25254,0.46591,-0.102024,0.326111,0.315907,0.0709002,0.086515,0.145619,0.0659115,0.118566,0.039677
270,0.312369,4.08072,1.13739,4.2172,1.33775,0.536911,-0.0556423,0.339532,0.126231,0.0375423,0.0765878,0.0841814,0.0609414,0.0930233,0.0379541
271,0.47282,4.15643,1.21997,4.22748,1.27234,0.522253,-0.109483,0.414143,0.284656,0.0633397,0.0764506,0.117107,0.0573313,0.0999903,0.0399609
272,0.46557,4.12215,1.1694,4.1909,1.30555,0.463115,-0.0382883,0.291273,0.201171,0.059088,0.0826401,0.122317,0.0666383,0.11239,0.0390549
273,0.401905,4.10816,1.1327,4.23517,1.30185,0.485909,-0.106355,0.413692,0.110484,0.0227919,0.067687,0.0881309,0.0585138,0.0984205,0.0388856
274,0.417338,4.11909,1.13171,4.22627,1.31125,0.455666,-0.151261,0.412022,0.237148,0.0696788,0.0845483,0.116644,0.0668595,0.0960531,0.0407851
275,0.457538,4.11459,1.16029,4.24673,1.27785,0.519592,-0.0925929,0.365057,0.245419,0.0853663,0.0917372,0.155007,0.0756381,0.13348,0.0402051
276,0.449284,4.10665,1.18689,4.23498,1.26071,0.464766,0.0337411,0.403169,0.213733,0.0702393,0.0892231,0.120716,0.0786353,0.115228,0.0380791
277,0.495743,4.10284,1.15167,4.23053,1.31212,0.403081,-0.0763525,0.381869,0.239849,0.0899778,0.106836,0.149014,0.0792061,0.100031,0.0395459
278,0.465246,4.13041,1.16941,4.2065,1.30039,0.430692,-0.0601346,0.407446,0.283029,0.0845729,0.092382,0.150851,0.0740609,0.105318,0.0388123
279,0.480884,4.17571,1.2416,4.22189,1.34845,0.479885,-0.0696818,0.385398,0.25673,0.093266,0.0994519,0.143129,0.0768164,0.11664,0.0403806
280,0.437489,4.14552,1.18961,4.21684,1.31672,0.457779,0.0339372,0.451925,0.194995,0.0784414,0.0918369,0.1261,0.0851551,0.131736,0.0393798
281,0.502244,4.15204,1.17907,4.1957700000000004,1.21981,0.526151,-0.0541747,0.382354,0.199532,0.0609555,0.0866956,0.108739,0.0648609,0.112842,0.0416028
282,0.467231,4.11489,1.2316,4.17953,1.31674,0.434301,0.0598166,0.398188,0.192069,0.0717031,0.0854787,0.112901,0.0750748,0.11341,0.0414951
283,0.40018,4.13825,1.18517,4.2274,1.28414,0.47804,-0.114381,0.53548,0.173608,0.0679849,0.0875827,0.0971443,0.0721225,0.111378,0.0399786
284,0.334646,4.09495,1.16413,4.2251,1.34368,0.499169,0.118484,0.381582,0.0580256,0.0156269,0.0593891,0.0751593,0.0494926,0.112878,0.0416761
285,0.575536,4.12641,1.18252,4.17659,1.27259,0.491407,-0.0754109,0.470025,0.222499,0.104911,0.102873,0.150195,0.0873612,0.11353,0.040719
286,0.551899,4.17006,1.19764,4.20924,1.20073,0.547083,-0.00778374,0.338698,0.202435,0.0575382,0.0833575,0.117765,0.0764566,0.116363,0.0400758
287,0.451259,4.14205,1.21602,4.23025,1.3276,0.513372,-0.0137154,0.401081,0.167607,0.0748955,0.0894343,0.142402,0.0844007,0.128714,0.0411049
288,0.431466,4.1035,1.12948,4.23912,1.24049,0.531371,-0.0490565,0.450621,0.228905,0.0531538,0.0694858,0.123232,0.0645246,0.110292,0.0394026
289,0.527023,4.13838,1.19365,4.18244,1.23535,0.446158,-0.0446813,0.532495,0.16677,0.046368,0.077116,0.118586,0.0699466,0.105631,0.0410519
290,0.4671,4.10201,1.14998,4.19702,1.32486,0.543173,-0.062829,0.460071,0.261656,0.0992394,0.0958695,0.15821,0.0786457,0.111166,0.0394533
291,0.457412,4.11459,1.11785,4.19743,1.27887,0.458667,-0.172699,0.270366,0.188552,0.0785495,0.090908,0.136284,0.0893358,0.153561,0.0390232
292,0.483441,4.11497,1.19627,4.20744,1.24958,0.45098,0.0475198,0.427988,0.225462,0.062017,0.0640356,0.127692,0.0555182,0.119789,0.0414713
293,0.41372,4.1121,1.13628,4.22362,1.28208,0.524681,-0.0785094,0.443187,0.197788,0.0678801,0.0921949,0.145474,0.0782349,0.124273,0.0411557
294,0.313305,4.10211,1.17707,4.21389,1.38171,0.532329,-0.112689,0.571199,0.157067,0.0516907,0.0776177,0.101548,0.068308,0.111697,0.0407521
295,0.451767,4.1431,1.19422,4.20041,1.26533,0.4782,-0.025848200000000002,0.394258,0.308499,0.0924527,0.087209,0.153941,0.0872538,0.13731,0.0405594
296,0.52393,4.1167299999999996,1.17508,4.20829,1.23403,0.457586,-0.00347804,0.542227,0.266162,0.0762493,0.0829236,0.1733,0.0785165,0.129551,0.0422271
297,0.46021,4.1285,1.14058,4.22115,1.23937,0.482649,-0.0542885,0.488134,0.194625,0.066469,0.0806993,0.118897,0.0696308,0.113111,0.0396215
298,0.564773,4.11572,1.17102,4.22502,1.2586,0.470505,-0.0620133,0.435773,0.253626,0.0851623,0.0819757,0.146063,0.0712857,0.116652,0.042317
299,0.574553,4.17799,1.21472,4.20233,1.26055,0.486883,-0.0910059,0.501348,0.203415,0.0738868,0.075062,0.125652,0.067263,0.109559,0.0406333
300,0.523656,4.12971,1.14699,4.21895,1.23107,0.500878,-0.00626242,0.404937,0.227037,0.0581189,0.0899823,0.137885,0.0757175,0.125047,0.0384814
301,0.427138,4.12699,1.19768,4.21773,1.32844,0.541625,0.0592203,0.397995,0.251478,0.0950012,0.10913,0.145856,0.0882318,0.13246,0.0411044
302,0.544965,4.14797,1.23341,4.23573,1.2323,0.569875,0.0268612,0.585548,0.146814,0.0680158,0.0810705,0.116632,0.0668803,0.111258,0.0393966
303,0.593912,4.1712,1.16934,4.19861,1.25114,0.455669,-0.0588525,0.307811,0.308816,0.0914824,0.0934226,0.161488,0.069002,0.103175,0.0390165
304,0.360818,4.07473,1.11428,4.23358,1.26776,0.458279,-0.0387274,0.376253,0.306443,0.0745158,0.0873225,0.130695,0.0686146,0.117667,0.0377716
305,0.353666,4.08032,1.17164,4.20723,1.34724,0.489417,-0.062885,0.31287,0.220194,0.0748684,0.0865691,0.127871,0.0842548,0.130886,0.0419375
306,0.373458,4.09544,1.19336,4.20493,1.34636,0.486575,-0.0721521,0.334754,0.171858,0.063195,0.0820547,0.121037,0.0798144,0.119126,0.0398254
307,0.53829,4.15832,1.21988,4.21529,1.23567,0.494508,0.0879851,0.439025,0.18892,0.0589701,0.0752913,0.131866,0.0645931,0.118639,0.0401337
308,0.430796,4.10684,1.16595,4.20853,1.2445600000000001,0.465755,-0.0134651,0.349352,0.16561,0.0364774,0.0714344,0.116551,0.0656368,0.115034,0.0421863
309,0.47632,4.13945,1.19077,4.2152,1.23005,0.468353,0.0953002,0.311333,0.208841,0.0482655,0.0711099,0.127872,0.0628967,0.1108,0.0381903
310,0.36477,4.08484,1.11899,4.22985,1.26668,0.512624,-0.0707033,0.38406,0.144603,0.0362248,0.0701749,0.0807162,0.0556481,0.0934521,0.0403019
311,0.505512,4.15378,1.19958,4.22858,1.26259,0.488153,-0.0839895,0.399797,0.211227,0.0525185,0.0691663,0.103371,0.0670418,0.117775,0.0415675
312,0.416736,4.12689,1.18263,4.2054,1.2651,0.522994,-0.0747952,0.470324,0.195752,0.0467851,0.0735098,0.0993177,0.0624068,0.103401,0.0390983
313,0.397613,4.12883,1.1448,4.1742,1.28008,0.441094,0.0427823,0.330747,0.248459,0.0889019,0.105504,0.113786,0.0696172,0.0969904,0.039093
314,0.57976,4.12381,1.15811,4.20455,1.24843,0.499143,-0.0616333,0.398587,0.316118,0.0793556,0.0804077,0.154506,0.0706039,0.118438,0.0402784
315,0.414026,4.07109,1.12652,4.1986,1.28632,0.495191,-0.0948705,0.470618,0.133117,0.0498717,0.0805072,0.109798,0.0653309,0.100054,0.0422602
316,0.490547,4.14663,1.17169,4.19512,1.23917,0.495057,-0.0163581,0.422467,0.255407,0.0758673,0.0873333,0.122393,0.0791681,0.118304,0.038136
317,0.431741,4.13344,1.14774,4.21569,1.26286,0.476374,-0.0995564,0.340194,0.197808,0.0328777,0.0611073,0.107119,0.0557158,0.099018,0.039804
318,0.477555,4.12491,1.17241,4.2092,1.32913,0.466371,-0.119836,0.282499,0.284546,0.0794568,0.0907224,0.148152,0.06736,0.104488,0.0412277
319,0.367379,4.08207,1.16022,4.21776,1.31227,0.468137,0.0337169,0.405939,0.262121,0.0772449,0.081190300000000007,0.147017,0.0708102,0.119274,0.0399565
320,0.502245,4.1191700000000004,1.16513,4.21121,1.30231,0.43465,-0.0990958,0.364109,0.230124,0.0837287,0.0906361,0.164303,0.0852439,0.129327,0.0413928
321,0.517683,4.15541,1.17563,4.20285,1.27274,0.433934,0.0139999,0.287458,0.20533,0.0608621,0.0807032,0.117265,0.0695304,0.121427,0.0387399
322,0.370883,4.07632,1.15413,4.22905,1.29258,0.457097,-0.0536477,0.4778,0.15647,0.0536488,0.0749308,0.091189,0.0600203,0.0991286,0.040528
323,0.461963,4.1102,1.20254,4.17584,1.26284,0.532711,-0.11341,0.564417,0.208758,0.0787915,0.0710898,0.129148,0.0674896,0.112333,0.041415
324,0.58684,4.13878,1.20769,4.17546,1.28537,0.44417,0.0025913,0.3393,0.159859,0.030338,0.0762661,0.114172,0.0614824,0.104045,0.0395404
325,0.425376,4.11283,1.21514,4.26359,1.27445,0.530878,0.0443905,0.519965,0.220812,0.0648535,0.0773533,0.111837,0.066814,0.119353,0.0402586
326,0.501168,4.10441,1.17222,4.21776,1.26488,0.469015,0.0258445,0.396481,0.231981,0.074556,0.0815514,0.144122,0.0744074,0.119745,0.0383006
327,0.477029,4.0993,1.19371,4.22539,1.2468,0.449523,-0.0823102,0.618282,0.162674,0.0597504,0.0712757,0.0819566,0.0637545,0.102882,0.0392992
328,0.501835,4.14742,1.22239,4.1921,1.25049,0.49134100000000003,0.0724636,0.504473,0.123382,0.0424818,0.0667133,0.0900416,0.0532963,0.110487,0.0386769
329,0.343931,4.05345,1.16095,4.2045,1.3306,0.489705,0.0439695,0.347714,0.172016,0.0346888,0.074394,0.0985261,0.0682302,0.112436,0.0385213
330,0.505625,4.1767,1.21173,4.18192,1.25294,0.471516,-0.0579669,0.596022,0.203955,0.0538265,0.0737725,0.123205,0.0681316,0.117904,0.0407109
331,0.370603,4.11108,1.19306,4.23794,1.29866,0.552906,0.0183351,0.499676,0.220123,0.0936068,0.0871511,0.115109,0.06501,0.105055,0.0397926
